"anio","mes","dia","ipce","coeficiente"
"2017","12","2017-12-1","307.277356","1.121873"
"2017","12","2017-12-2","307.306388","1.121979"
"2017","12","2017-12-3","307.33542","1.122085"
"2017","12","2017-12-4","307.364452","1.122191"
"2017","12","2017-12-5","307.393484","1.122297"
"2017","12","2017-12-6","307.422516","1.122403"
"2017","12","2017-12-7","307.451548","1.122509"
"2017","12","2017-12-8","307.48058","1.122615"
"2017","12","2017-12-9","307.509612","1.122721"
"2017","12","2017-12-10","307.538644","1.122827"
"2017","12","2017-12-11","307.567676","1.122933"
"2017","12","2017-12-12","307.596708","1.123039"
"2017","12","2017-12-13","307.62574","1.123145"
"2017","12","2017-12-14","307.654772","1.123251"
"2017","12","2017-12-15","307.683804","1.123357"
"2017","12","2017-12-16","307.712836","1.123463"
"2017","12","2017-12-17","307.741868","1.123569"
"2017","12","2017-12-18","307.7709","1.123675"
"2017","12","2017-12-19","307.799932","1.123781"
"2017","12","2017-12-20","307.828964","1.123887"
"2017","12","2017-12-21","307.857996","1.123993"
"2017","12","2017-12-22","307.887028","1.124099"
"2017","12","2017-12-23","307.91606","1.124205"
"2017","12","2017-12-24","307.945092","1.124311"
"2017","12","2017-12-25","307.974124","1.124417"
"2017","12","2017-12-26","308.003156","1.124523"
"2017","12","2017-12-27","308.032188","1.124629"
"2017","12","2017-12-28","308.06122","1.124735"
"2017","12","2017-12-29","308.090252","1.124841"
"2017","12","2017-12-30","308.119284","1.124947"
"2017","12","2017-12-31","308.148316","1.125053"
"2017","11","2017-11-1","307.248324","1.121767"
"2017","11","2017-11-2","307.248324","1.121767"
"2017","11","2017-11-3","307.248324","1.121767"
"2017","11","2017-11-4","307.248324","1.121767"
"2017","11","2017-11-5","307.248324","1.121767"
"2017","11","2017-11-6","307.248324","1.121767"
"2017","11","2017-11-7","307.248324","1.121767"
"2017","11","2017-11-8","307.248324","1.121767"
"2017","11","2017-11-9","307.248324","1.121767"
"2017","11","2017-11-10","307.248324","1.121767"
"2017","11","2017-11-11","307.248324","1.121767"
"2017","11","2017-11-12","307.248324","1.121767"
"2017","11","2017-11-13","307.248324","1.121767"
"2017","11","2017-11-14","307.248324","1.121767"
"2017","11","2017-11-15","307.248324","1.121767"
"2017","11","2017-11-16","307.248324","1.121767"
"2017","11","2017-11-17","307.248324","1.121767"
"2017","11","2017-11-18","307.248324","1.121767"
"2017","11","2017-11-19","307.248324","1.121767"
