"anio","mes","dia","ipce","coeficiente"
"2018","10","2018-10-31","320.548284","1.170325"
"2018","9","2018-9-1","317.988293","1.160979"
"2018","9","2018-9-2","318.028293","1.161125"
"2018","9","2018-9-3","318.068293","1.161271"
"2018","9","2018-9-4","318.108293","1.161417"
"2018","9","2018-9-5","318.148293","1.161563"
"2018","9","2018-9-6","318.188293","1.161709"
"2018","9","2018-9-7","318.228293","1.161855"
"2018","9","2018-9-8","318.268293","1.162001"
"2018","9","2018-9-9","318.308293","1.162147"
"2018","9","2018-9-10","318.348293","1.162293"
"2018","9","2018-9-11","318.388293","1.162439"
"2018","9","2018-9-12","318.428293","1.162585"
"2018","9","2018-9-13","318.468293","1.162731"
"2018","9","2018-9-14","318.508293","1.162877"
"2018","9","2018-9-15","318.548293","1.163023"
"2018","9","2018-9-16","318.588293","1.163169"
"2018","9","2018-9-17","318.628293","1.163315"
"2018","9","2018-9-18","318.668293","1.163461"
"2018","9","2018-9-19","318.708293","1.163607"
"2018","9","2018-9-20","318.748293","1.163753"
"2018","9","2018-9-21","318.788293","1.163899"
"2018","9","2018-9-22","318.828293","1.164045"
"2018","9","2018-9-23","318.868293","1.164191"
"2018","9","2018-9-24","318.908293","1.164338"
"2018","9","2018-9-25","318.948293","1.164484"
"2018","9","2018-9-26","318.988293","1.16463"
"2018","9","2018-9-27","319.028293","1.164776"
"2018","9","2018-9-28","319.068293","1.164922"
"2018","9","2018-9-29","319.108293","1.165068"
"2018","9","2018-9-30","319.148293","1.165214"
"2018","8","2018-8-1","316.690243","1.156239"
"2018","8","2018-8-2","316.732178","1.156393"
"2018","8","2018-8-3","316.774113","1.156546"
"2018","8","2018-8-4","316.816048","1.156699"
"2018","8","2018-8-5","316.857983","1.156852"
"2018","8","2018-8-6","316.899918","1.157005"
"2018","8","2018-8-7","316.941853","1.157158"
"2018","8","2018-8-8","316.983788","1.157311"
"2018","8","2018-8-9","317.025723","1.157464"
"2018","8","2018-8-10","317.067658","1.157617"
"2018","8","2018-8-11","317.109593","1.15777"
"2018","8","2018-8-12","317.151528","1.157924"
"2018","8","2018-8-13","317.193463","1.158077"
"2018","8","2018-8-14","317.235398","1.15823"
"2018","8","2018-8-15","317.277333","1.158383"
"2018","8","2018-8-16","317.319268","1.158536"
"2018","8","2018-8-17","317.361203","1.158689"
"2018","8","2018-8-18","317.403138","1.158842"
"2018","8","2018-8-19","317.445073","1.158995"
"2018","8","2018-8-20","317.487008","1.159148"
"2018","8","2018-8-21","317.528943","1.159302"
"2018","8","2018-8-22","317.570878","1.159455"
"2018","8","2018-8-23","317.612813","1.159608"
"2018","8","2018-8-24","317.654748","1.159761"
"2018","8","2018-8-25","317.696683","1.159914"
"2018","8","2018-8-26","317.738618","1.160067"
"2018","8","2018-8-27","317.780553","1.16022"
"2018","8","2018-8-28","317.822488","1.160373"
"2018","8","2018-8-29","317.864423","1.160526"
"2018","8","2018-8-30","317.906358","1.160679"
"2018","8","2018-8-31","317.948293","1.160833"
"2018","7","2018-7-1","316.357998","1.155026"
"2018","7","2018-7-2","316.367675","1.155062"
"2018","7","2018-7-3","316.377352","1.155097"
"2018","7","2018-7-4","316.387029","1.155132"
"2018","7","2018-7-5","316.396706","1.155168"
"2018","7","2018-7-6","316.406383","1.155203"
"2018","7","2018-7-7","316.41606","1.155238"
"2018","7","2018-7-8","316.425737","1.155274"
"2018","7","2018-7-9","316.435414","1.155309"
"2018","7","2018-7-10","316.445091","1.155344"
"2018","7","2018-7-11","316.454768","1.15538"
"2018","7","2018-7-12","316.464445","1.155415"
"2018","7","2018-7-13","316.474122","1.15545"
"2018","7","2018-7-14","316.483799","1.155486"
"2018","7","2018-7-15","316.493476","1.155521"
"2018","7","2018-7-16","316.503153","1.155556"
"2018","7","2018-7-17","316.51283","1.155592"
"2018","7","2018-7-18","316.522507","1.155627"
"2018","7","2018-7-19","316.532184","1.155662"
"2018","7","2018-7-20","316.541861","1.155698"
"2018","7","2018-7-21","316.551538","1.155733"
"2018","7","2018-7-22","316.561215","1.155768"
"2018","7","2018-7-23","316.570892","1.155804"
"2018","7","2018-7-24","316.580569","1.155839"
"2018","7","2018-7-25","316.590246","1.155874"
"2018","7","2018-7-26","316.599923","1.15591"
"2018","7","2018-7-27","316.6096","1.155945"
"2018","7","2018-7-28","316.619277","1.15598"
"2018","7","2018-7-29","316.628954","1.156016"
"2018","7","2018-7-30","316.638631","1.156051"
"2018","7","2018-7-31","316.648308","1.156086"
"2018","6","2018-6-1","315.671664","1.152521"
"2018","6","2018-6-2","315.694997","1.152606"
"2018","6","2018-6-3","315.71833","1.152691"
"2018","6","2018-6-4","315.741663","1.152776"
"2018","6","2018-6-5","315.764996","1.152861"
"2018","6","2018-6-6","315.788329","1.152947"
"2018","6","2018-6-7","315.811662","1.153032"
"2018","6","2018-6-8","315.834995","1.153117"
"2018","6","2018-6-9","315.858328","1.153202"
"2018","6","2018-6-10","315.881661","1.153287"
"2018","6","2018-6-11","315.904994","1.153372"
"2018","6","2018-6-12","315.928327","1.153458"
"2018","6","2018-6-13","315.95166","1.153543"
"2018","6","2018-6-14","315.974993","1.153628"
"2018","6","2018-6-15","315.998326","1.153713"
"2018","6","2018-6-16","316.021659","1.153798"
"2018","6","2018-6-17","316.044992","1.153884"
"2018","6","2018-6-18","316.068325","1.153969"
"2018","6","2018-6-19","316.091658","1.154054"
"2018","6","2018-6-20","316.114991","1.154139"
"2018","6","2018-6-21","316.138324","1.154224"
"2018","6","2018-6-22","316.161657","1.15431"
"2018","6","2018-6-23","316.18499","1.154395"
"2018","6","2018-6-24","316.208323","1.15448"
"2018","6","2018-6-25","316.231656","1.154565"
"2018","6","2018-6-26","316.254989","1.15465"
"2018","6","2018-6-27","316.278322","1.154735"
"2018","6","2018-6-28","316.301655","1.154821"
"2018","6","2018-6-29","316.324988","1.154906"
"2018","6","2018-6-30","316.348321","1.154991"
"2018","5","2018-5-1","314.583811","1.148549"
"2018","5","2018-5-2","314.619295","1.148678"
"2018","5","2018-5-3","314.654779","1.148808"
"2018","5","2018-5-4","314.690263","1.148937"
"2018","5","2018-5-5","314.725747","1.149067"
"2018","5","2018-5-6","314.761231","1.149197"
"2018","5","2018-5-7","314.796715","1.149326"
"2018","5","2018-5-8","314.832199","1.149456"
"2018","5","2018-5-9","314.867683","1.149585"
"2018","5","2018-5-10","314.903167","1.149715"
"2018","5","2018-5-11","314.938651","1.149844"
"2018","5","2018-5-12","314.974135","1.149974"
"2018","5","2018-5-13","315.009619","1.150103"
"2018","5","2018-5-14","315.045103","1.150233"
"2018","5","2018-5-15","315.080587","1.150363"
"2018","5","2018-5-16","315.116071","1.150492"
"2018","5","2018-5-17","315.151555","1.150622"
"2018","5","2018-5-18","315.187039","1.150751"
"2018","5","2018-5-19","315.222523","1.150881"
"2018","5","2018-5-20","315.258007","1.15101"
"2018","5","2018-5-21","315.293491","1.15114"
"2018","5","2018-5-22","315.328975","1.151269"
"2018","5","2018-5-23","315.364459","1.151399"
"2018","5","2018-5-24","315.399943","1.151529"
"2018","5","2018-5-25","315.435427","1.151658"
"2018","5","2018-5-26","315.470911","1.151788"
"2018","5","2018-5-27","315.506395","1.151917"
"2018","5","2018-5-28","315.541879","1.152047"
"2018","5","2018-5-29","315.577363","1.152176"
"2018","5","2018-5-30","315.612847","1.152306"
"2018","5","2018-5-31","315.648331","1.152435"
"2018","4","2018-4-1","312.614984","1.141361"
"2018","4","2018-4-2","312.681651","1.141604"
"2018","4","2018-4-3","312.748318","1.141847"
"2018","4","2018-4-4","312.814985","1.142091"
"2018","4","2018-4-5","312.881652","1.142334"
"2018","4","2018-4-6","312.948319","1.142578"
"2018","4","2018-4-7","313.014986","1.142821"
"2018","4","2018-4-8","313.081653","1.143064"
"2018","4","2018-4-9","313.14832","1.143308"
"2018","4","2018-4-10","313.214987","1.143551"
"2018","4","2018-4-11","313.281654","1.143795"
"2018","4","2018-4-12","313.348321","1.144038"
"2018","4","2018-4-13","313.414988","1.144281"
"2018","4","2018-4-14","313.481655","1.144525"
"2018","4","2018-4-15","313.548322","1.144768"
"2018","4","2018-4-16","313.614989","1.145012"
"2018","4","2018-4-17","313.681656","1.145255"
"2018","4","2018-4-18","313.748323","1.145498"
"2018","4","2018-4-19","313.81499","1.145742"
"2018","4","2018-4-20","313.881657","1.145985"
"2018","4","2018-4-21","313.948324","1.146229"
"2018","4","2018-4-22","314.014991","1.146472"
"2018","4","2018-4-23","314.081658","1.146715"
"2018","4","2018-4-24","314.148325","1.146959"
"2018","4","2018-4-25","314.214992","1.147202"
"2018","4","2018-4-26","314.281659","1.147446"
"2018","4","2018-4-27","314.348326","1.147689"
"2018","4","2018-4-28","314.414993","1.147932"
"2018","4","2018-4-29","314.48166","1.148176"
"2018","4","2018-4-30","314.548327","1.148419"
"2018","3","2018-3-1","311.677357","1.137937"
"2018","3","2018-3-2","311.706389","1.138043"
"2018","3","2018-3-3","311.735421","1.138149"
"2018","3","2018-3-4","311.764453","1.138255"
"2018","3","2018-3-5","311.793485","1.138361"
"2018","3","2018-3-6","311.822517","1.138467"
"2018","3","2018-3-7","311.851549","1.138573"
"2018","3","2018-3-8","311.880581","1.138679"
"2018","3","2018-3-9","311.909613","1.138785"
"2018","3","2018-3-10","311.938645","1.138891"
"2018","3","2018-3-11","311.967677","1.138997"
"2018","3","2018-3-12","311.996709","1.139103"
"2018","3","2018-3-13","312.025741","1.139209"
"2018","3","2018-3-14","312.054773","1.139315"
"2018","3","2018-3-15","312.083805","1.139421"
"2018","3","2018-3-16","312.112837","1.139527"
"2018","3","2018-3-17","312.141869","1.139633"
"2018","3","2018-3-18","312.170901","1.139739"
"2018","3","2018-3-19","312.199933","1.139845"
"2018","3","2018-3-20","312.228965","1.139951"
"2018","3","2018-3-21","312.257997","1.140057"
"2018","3","2018-3-22","312.287029","1.140163"
"2018","3","2018-3-23","312.316061","1.140269"
"2018","3","2018-3-24","312.345093","1.140375"
"2018","3","2018-3-25","312.374125","1.140481"
"2018","3","2018-3-26","312.403157","1.140587"
"2018","3","2018-3-27","312.432189","1.140693"
"2018","3","2018-3-28","312.461221","1.140799"
"2018","3","2018-3-29","312.490253","1.140905"
"2018","3","2018-3-30","312.519285","1.141011"
"2018","3","2018-3-31","312.548317","1.141117"
"2018","2","2018-2-1","309.719742","1.13079"
"2018","2","2018-2-2","309.791171","1.131051"
"2018","2","2018-2-3","309.8626","1.131312"
"2018","2","2018-2-4","309.934029","1.131572"
"2018","2","2018-2-5","310.005458","1.131833"
"2018","2","2018-2-6","310.076887","1.132094"
"2018","2","2018-2-7","310.148316","1.132355"
"2018","2","2018-2-8","310.219745","1.132616"
"2018","2","2018-2-9","310.291174","1.132876"
"2018","2","2018-2-10","310.362603","1.133137"
"2018","2","2018-2-11","310.434032","1.133398"
"2018","2","2018-2-12","310.505461","1.133659"
"2018","2","2018-2-13","310.57689","1.133919"
"2018","2","2018-2-14","310.648319","1.13418"
"2018","2","2018-2-15","310.719748","1.134441"
"2018","2","2018-2-16","310.791177","1.134702"
"2018","2","2018-2-17","310.862606","1.134963"
"2018","2","2018-2-18","310.934035","1.135223"
"2018","2","2018-2-19","311.005464","1.135484"
"2018","2","2018-2-20","311.076893","1.135745"
"2018","2","2018-2-21","311.148322","1.136006"
"2018","2","2018-2-22","311.219751","1.136267"
"2018","2","2018-2-23","311.29118","1.136527"
"2018","2","2018-2-24","311.362609","1.136788"
"2018","2","2018-2-25","311.434038","1.137049"
"2018","2","2018-2-26","311.505467","1.13731"
"2018","2","2018-2-27","311.576896","1.137571"
"2018","2","2018-2-28","311.648325","1.137831"
"2018","1","2018-1-1","308.196703","1.125229"
"2018","1","2018-1-2","308.24509","1.125406"
"2018","1","2018-1-3","308.293477","1.125583"
"2018","1","2018-1-4","308.341864","1.125759"
"2018","1","2018-1-5","308.390251","1.125936"
"2018","1","2018-1-6","308.438638","1.126113"
"2018","1","2018-1-7","308.487025","1.126289"
"2018","1","2018-1-8","308.535412","1.126466"
"2018","1","2018-1-9","308.583799","1.126643"
"2018","1","2018-1-10","308.632186","1.126819"
"2018","1","2018-1-11","308.680573","1.126996"
"2018","1","2018-1-12","308.72896","1.127173"
"2018","1","2018-1-13","308.777347","1.127349"
"2018","1","2018-1-14","308.825734","1.127526"
"2018","1","2018-1-15","308.874121","1.127703"
"2018","1","2018-1-16","308.922508","1.127879"
"2018","1","2018-1-17","308.970895","1.128056"
"2018","1","2018-1-18","309.019282","1.128233"
"2018","1","2018-1-19","309.067669","1.128409"
"2018","1","2018-1-20","309.116056","1.128586"
"2018","1","2018-1-21","309.164443","1.128763"
"2018","1","2018-1-22","309.21283","1.128939"
"2018","1","2018-1-23","309.261217","1.129116"
"2018","1","2018-1-24","309.309604","1.129293"
"2018","1","2018-1-25","309.357991","1.129469"
"2018","1","2018-1-26","309.406378","1.129646"
"2018","1","2018-1-27","309.454765","1.129823"
"2018","1","2018-1-28","309.503152","1.129999"
"2018","1","2018-1-29","309.551539","1.130176"
"2018","1","2018-1-30","309.599926","1.130353"
"2018","1","2018-1-31","309.648313","1.130529"
