"anio","mes","dia","ipce","coeficiente"
"2015","12","2015-12-1","288.154812","1.052056"
"2015","12","2015-12-2","288.161264","1.05208"
"2015","12","2015-12-3","288.167716","1.052103"
"2015","12","2015-12-4","288.174168","1.052127"
"2015","12","2015-12-5","288.18062","1.05215"
"2015","12","2015-12-6","288.187072","1.052174"
"2015","12","2015-12-7","288.193524","1.052198"
"2015","12","2015-12-8","288.199976","1.052221"
"2015","12","2015-12-9","288.206428","1.052245"
"2015","12","2015-12-10","288.21288","1.052268"
"2015","12","2015-12-11","288.219332","1.052292"
"2015","12","2015-12-12","288.225784","1.052315"
"2015","12","2015-12-13","288.232236","1.052339"
"2015","12","2015-12-14","288.238688","1.052362"
"2015","12","2015-12-15","288.24514","1.052386"
"2015","12","2015-12-16","288.251592","1.05241"
"2015","12","2015-12-17","288.258044","1.052433"
"2015","12","2015-12-18","288.264496","1.052457"
"2015","12","2015-12-19","288.270948","1.05248"
"2015","12","2015-12-20","288.2774","1.052504"
"2015","12","2015-12-21","288.283852","1.052527"
"2015","12","2015-12-22","288.290304","1.052551"
"2015","12","2015-12-23","288.296756","1.052574"
"2015","12","2015-12-24","288.303208","1.052598"
"2015","12","2015-12-25","288.30966","1.052622"
"2015","12","2015-12-26","288.316112","1.052645"
"2015","12","2015-12-27","288.322564","1.052669"
"2015","12","2015-12-28","288.329016","1.052692"
"2015","12","2015-12-29","288.335468","1.052716"
"2015","12","2015-12-30","288.34192","1.052739"
"2015","12","2015-12-31","288.348372","1.052763"
"2015","11","2015-11-1","288.72836","1.05415"
"2015","11","2015-11-2","288.70836","1.054077"
"2015","11","2015-11-3","288.68836","1.054004"
"2015","11","2015-11-4","288.66836","1.053931"
"2015","11","2015-11-5","288.64836","1.053858"
"2015","11","2015-11-6","288.62836","1.053785"
"2015","11","2015-11-7","288.60836","1.053712"
"2015","11","2015-11-8","288.58836","1.053639"
"2015","11","2015-11-9","288.56836","1.053566"
"2015","11","2015-11-10","288.54836","1.053493"
"2015","11","2015-11-11","288.52836","1.05342"
"2015","11","2015-11-12","288.50836","1.053347"
"2015","11","2015-11-13","288.48836","1.053274"
"2015","11","2015-11-14","288.46836","1.053201"
"2015","11","2015-11-15","288.44836","1.053128"
"2015","11","2015-11-16","288.42836","1.053055"
"2015","11","2015-11-17","288.40836","1.052982"
"2015","11","2015-11-18","288.38836","1.052909"
"2015","11","2015-11-19","288.36836","1.052836"
"2015","11","2015-11-20","288.34836","1.052763"
"2015","11","2015-11-21","288.32836","1.05269"
"2015","11","2015-11-22","288.30836","1.052617"
"2015","11","2015-11-23","288.28836","1.052544"
"2015","11","2015-11-24","288.26836","1.052471"
"2015","11","2015-11-25","288.24836","1.052398"
"2015","11","2015-11-26","288.22836","1.052325"
"2015","11","2015-11-27","288.20836","1.052252"
"2015","11","2015-11-28","288.18836","1.052179"
"2015","11","2015-11-29","288.16836","1.052106"
"2015","11","2015-11-30","288.14836","1.052033"
"2015","10","2015-10-1","288.65158","1.05387"
"2015","10","2015-10-2","288.654806","1.053882"
"2015","10","2015-10-3","288.658032","1.053894"
"2015","10","2015-10-4","288.661258","1.053905"
"2015","10","2015-10-5","288.664484","1.053917"
"2015","10","2015-10-6","288.66771","1.053929"
"2015","10","2015-10-7","288.670936","1.053941"
"2015","10","2015-10-8","288.674162","1.053952"
"2015","10","2015-10-9","288.677388","1.053964"
"2015","10","2015-10-10","288.680614","1.053976"
"2015","10","2015-10-11","288.68384","1.053988"
"2015","10","2015-10-12","288.687066","1.054"
"2015","10","2015-10-13","288.690292","1.054011"
