"Ano","Mes","Descripcion","Monto","PIB"
"2017","2","Transferencias Corrientes","2412.2",".5"
"2017","2","Otros Gastos Corrientes","23.2","0"
"2017","2","GASTOS DE CAPITAL","2758.9",".5"
"2017","2","Inversion Real","1702.1",".3"
"2017","2","Variacion de Inventarios","-320.2","-.1"
"2017","2","Otros Gastos de Capital","218","0"
"2017","2","Transferencias de Capital","1159",".2"
"2017","2","BALANCE GLOBAL NETO","2161",".4"
"2017","2","FINANCIAMIENTO","-2161","-.4"
"2017","3","INGRESOS Y DONACIONES","36520.8","6.9"
"2017","3","INGRESOS CORRIENTES","35823.5","6.8"
"2017","3","Ingresos Tributarios","19406.9","3.7"
"2017","3","Ingresos No Tributarios","1837.2",".3"
"2017","3","Tasa de Seguridad","739",".1"
"2017","3","Contribuciones para Pensiones y Seguro Social","3829.6",".7"
"2017","3","Ventas de Bienes y Servicios","6733.2","1.3"
"2017","3","Intereses y Dividendos","2419",".5"
"2017","3","Transferencias Corrientes","15.7","0"
"2017","3","Otros","843",".2"
"2017","3","DONACIONES","576.7",".1"
"2017","3","INGRESOS DE CAPITAL","120.5","0"
"2017","3","Ingresos","107.1","0"
"2017","3","Transferencias de Capital","13.5","0"
"2017","3","GASTOS","35719.4","6.7"
"2017","3","GASTOS CORRIENTES","30711.9","5.8"
"2017","3","Sueldos y Salarios","13159.4","2.5"
"2017","3","Compra de Bienes y Servicios","9354.9","1.8"
"2017","3","Intereses Pagados","3860.1",".7"
"2017","3","Transferencias Corrientes","4293.4",".8"
"2017","3","Otros Gastos Corrientes","44","0"
"2017","3","GASTOS DE CAPITAL","5007.5",".9"
"2017","3","Inversion Real","2876.1",".5"
"2017","3","Variacion de Inventarios","-64","0"
"2017","3","Otros Gastos de Capital","272.4",".1"
"2017","3","Transferencias de Capital","1923.1",".4"
"2017","3","BALANCE GLOBAL NETO","801.4",".2"
"2017","3","FINANCIAMIENTO","-801.4","-.2"
"2017","4","INGRESOS Y DONACIONES","54013.9","10.3"
"2017","4","INGRESOS CORRIENTES","53143.8","10.1"
"2017","4","Ingresos Tributarios","31442","6"
"2017","4","Ingresos No Tributarios","2357.1",".4"
"2017","4","Tasa de Seguridad","851.7",".2"
"2017","4","Contribuciones para Pensiones y Seguro Social","5462.8","1"
"2017","4","Ventas de Bienes y Servicios","9163.6","1.7"
"2017","4","Intereses y Dividendos","2474.6",".5"
"2017","4","Transferencias Corrientes","21.6","0"
"2017","4","Otros","1370.4",".3"
"2017","4","DONACIONES","717.7",".1"
"2017","4","INGRESOS DE CAPITAL","152.5","0"
"2017","4","Ingresos","134.5","0"
"2017","4","Transferencias de Capital","17.9","0"
"2017","4","GASTOS","46279.5","8.8"
"2017","4","GASTOS CORRIENTES","39770.7","7.6"
"2017","4","Sueldos y Salarios","17414.3","3.3"
"2017","4","Compra de Bienes y Servicios","12849.9","2.4"
"2017","4","Intereses Pagados","3221.7",".6"
"2017","4","Transferencias Corrientes","6061.3","1.2"
"2017","4","Otros Gastos Corrientes","223.5","0"
"2017","4","GASTOS DE CAPITAL","6508.8","1.2"
"2017","4","Inversion Real","3690.9",".7"
"2017","4","Variacion de Inventarios","-79.4","0"
"2017","4","Otros Gastos de Capital","363.2",".1"
"2017","4","Transferencias de Capital","2534.1",".5"
"2017","4","BALANCE GLOBAL NETO","7734.4","1.5"
"2017","4","FINANCIAMIENTO","-7734.4","-1.5"
"2017","5","INGRESOS Y DONACIONES","66311","12.6"
"2017","5","INGRESOS CORRIENTES","65176.8","12.4"
"2017","5","Ingresos Tributarios","38319.8","7.3"
"2017","5","Ingresos No Tributarios","2890.8",".5"
"2017","5","Tasa de Seguridad","1148.1",".2"
"2017","5","Contribuciones para Pensiones y Seguro Social","6849.7","1.3"
"2017","5","Ventas de Bienes y Servicios","11806","2.2"
"2017","5","Intereses y Dividendos","2782.3",".5"
"2017","5","Transferencias Corrientes","26.3","0"
"2017","5","Otros","1353.8",".3"
"2017","5","DONACIONES","943",".2"
"2017","5","INGRESOS DE CAPITAL","191.3","0"
"2017","5","Ingresos","167","0"
"2017","5","Transferencias de Capital","24.2","0"
"2017","5","GASTOS","59393.8","11.3"
"2017","5","GASTOS CORRIENTES","50466.7","9.6"
"2017","5","Sueldos y Salarios","21809.9","4.1"
"2017","5","Compra de Bienes y Servicios","16770.8","3.2"
"2017","5","Intereses Pagados","3970.7",".8"
"2017","5","Transferencias Corrientes","7614.8","1.4"
"2017","5","Otros Gastos Corrientes","300.5",".1"
"2017","5","GASTOS DE CAPITAL","8927.2","1.7"
"2017","5","Inversion Real","5144.7","1"
"2017","5","Variacion de Inventarios","-38","0"
"2017","5","Otros Gastos de Capital","404",".1"
"2017","5","Transferencias de Capital","3416.5",".6"
"2017","5","BALANCE GLOBAL NETO","6917.2","1.3"
"2017","5","FINANCIAMIENTO","-6917.2","-1.3"
"2017","6","INGRESOS Y DONACIONES","82872.3","15.7"
"2017","6","INGRESOS CORRIENTES","81402.6","15.5"
"2017","6","Ingresos Tributarios","48906.6","9.3"
"2017","6","Ingresos No Tributarios","3219.9",".6"
"2017","6","Tasa de Seguridad","1367.9",".3"
"2017","6","Contribuciones para Pensiones y Seguro Social","8260.9","1.6"
"2017","6","Ventas de Bienes y Servicios","14478.9","2.7"
"2017","6","Intereses y Dividendos","3404.2",".6"
"2017","6","Transferencias Corrientes","31.8","0"
"2017","6","Otros","1732.3",".3"
"2017","6","DONACIONES","1243.1",".2"
"2017","6","INGRESOS DE CAPITAL","226.6","0"
"2017","6","Ingresos","199.7","0"
"2017","6","Transferencias de Capital","26.9","0"
"2017","6","GASTOS","78410.1","14.9"
"2017","6","GASTOS CORRIENTES","66118.7","12.6"
"2017","6","Sueldos y Salarios","29511.2","5.6"
"2017","6","Compra de Bienes y Servicios","20282","3.9"
"2017","6","Intereses Pagados","6254.8","1.2"
"2017","6","Transferencias Corrientes","9635.8","1.8"
"2017","6","Otros Gastos Corrientes","434.9",".1"
"2017","6","GASTOS DE CAPITAL","12291.4","2.3"
"2017","6","Inversion Real","7874.6","1.5"
"2017","6","Variacion de Inventarios","-242.5","0"
"2017","6","Otros Gastos de Capital","544.8",".1"
"2017","6","Transferencias de Capital","4114.4",".8"
"2017","6","BALANCE GLOBAL NETO","4462.2",".8"
"2017","6","FINANCIAMIENTO","-4462.2","-.8"
"2017","7","INGRESOS Y DONACIONES","96515.4","18.3"
"2017","7","INGRESOS CORRIENTES","94837.9","18"
"2017","7","Ingresos Tributarios","55619.9","10.6"
"2017","7","Ingresos No Tributarios","4290.8",".8"
"2017","7","Tasa de Seguridad","1493.8",".3"
"2017","7","Contribuciones para Pensiones y Seguro Social","9715.2","1.8"
"2017","7","Ventas de Bienes y Servicios","17196.7","3.3"
"2017","7","Intereses y Dividendos","4554.6",".9"
"2017","7","Transferencias Corrientes","38.2","0"
"2017","7","Otros","1928.9",".4"
"2017","7","DONACIONES","1398",".3"
"2017","7","INGRESOS DE CAPITAL","279.4",".1"
"2017","7","Ingresos","232.2","0"
"2017","7","Transferencias de Capital","47.2","0"
"2017","7","GASTOS","93380","17.7"
"2017","7","GASTOS CORRIENTES","77198.9","14.7"
"2017","7","Sueldos y Salarios","33670.9","6.4"
"2017","7","Compra de Bienes y Servicios","24070.5","4.6"
"2017","7","Intereses Pagados","7449.6","1.4"
"2017","7","Transferencias Corrientes","11508","2.2"
"2017","7","Otros Gastos Corrientes","499.8",".1"
"2017","7","GASTOS DE CAPITAL","16181.1","3.1"
"2017","7","Inversion Real","10978.5","2.1"
"2017","7","Variacion de Inventarios","-265.4","-.1"
"2017","7","Otros Gastos de Capital","598",".1"
"2017","7","Transferencias de Capital","4870",".9"
"2017","7","BALANCE GLOBAL NETO","3135.3",".6"
"2017","7","FINANCIAMIENTO","-3135.3","-.6"
"2017","8","INGRESOS Y DONACIONES","109495.2","20.5"
"2017","8","INGRESOS CORRIENTES","107341.7","20.1"
"2017","8","Ingresos Tributarios","62672.5","11.7"
"2017","8","Ingresos No Tributarios","4960.4",".9"
"2017","8","Tasa de Seguridad","1783.2",".3"
"2017","8","Contribuciones para Pensiones y Seguro Social","11157.9","2.1"
"2017","8","Ventas de Bienes y Servicios","19397.5","3.6"
"2017","8","Intereses y Dividendos","5140.7","1"
"2017","8","Transferencias Corrientes","40.5","0"
"2017","8","Otros","2189",".4"
"2017","8","DONACIONES","1836.9",".3"
"2017","8","INGRESOS DE CAPITAL","316.6",".1"
"2017","8","Ingresos","264.9","0"
"2017","8","Transferencias de Capital","51.7","0"
"2017","8","GASTOS","108380.1","20.3"
"2017","8","GASTOS CORRIENTES","90050.1","16.9"
"2017","8","Sueldos y Salarios","38289.2","7.2"
"2017","8","Compra de Bienes y Servicios","27981.3","5.2"
"2017","8","Intereses Pagados","8381.1","1.6"
"2017","8","Transferencias Corrientes","14889.7","2.8"
"2017","8","Otros Gastos Corrientes","508.7",".1"
"2017","8","GASTOS DE CAPITAL","18330","3.4"
"2017","8","Inversion Real","12328.7","2.3"
"2017","8","Variacion de Inventarios","-401.3","-.1"
"2017","8","Otros Gastos de Capital","728.7",".1"
"2017","8","Transferencias de Capital","5673.9","1.1"
"2017","8","BALANCE GLOBAL NETO","1115.1",".2"
"2017","8","FINANCIAMIENTO","-1115.1","-.2"
"2017","9","INGRESOS Y DONACIONES","128567.8","24.4"
"2017","9","INGRESOS CORRIENTES","126178.1","24"
"2017","9","Ingresos Tributarios","74338.5","14.1"
"2017","9","Ingresos No Tributarios","6752.2","1.3"
"2017","9","Tasa de Seguridad","1990.5",".4"
"2017","9","Contribuciones para Pensiones y Seguro Social","13050","2.5"
"2017","9","Ventas de Bienes y Servicios","22184.6","4.2"
"2017","9","Intereses y Dividendos","5569.6","1.1"
"2017","9","Transferencias Corrientes","55.3","0"
"2017","9","Otros","2237.5",".4"
"2017","9","DONACIONES","2040.4",".4"
"2017","9","INGRESOS DE CAPITAL","349.3",".1"
"2017","9","Ingresos","297.6",".1"
"2017","9","Transferencias de Capital","51.7","0"
"2017","9","GASTOS","123578.1","23.5"
"2017","9","GASTOS CORRIENTES","101937.2","19.4"
"2017","9","Sueldos y Salarios","42824","8.1"
"2017","9","Compra de Bienes y Servicios","31854.6","6"
"2017","9","Intereses Pagados","9767.4","1.9"
"2017","9","Transferencias Corrientes","16977.7","3.2"
"2017","9","Otros Gastos Corrientes","513.4",".1"
"2017","9","GASTOS DE CAPITAL","21640.9","4.1"
"2017","9","Inversion Real","14823.5","2.8"
"2017","9","Variacion de Inventarios","-393.7","-.1"
"2017","9","Otros Gastos de Capital","919.7",".2"
"2017","9","Transferencias de Capital","6291.4","1.2"
"2017","9","BALANCE GLOBAL NETO","4989.7",".9"
"2017","9","FINANCIAMIENTO","-4989.7","-.9"
"2017","10","INGRESOS Y DONACIONES","140749","26.7"
"2017","10","INGRESOS CORRIENTES","137847.5","26.2"
"2017","10","Ingresos Tributarios","80222","15.2"
"2017","10","Ingresos No Tributarios","7292.2","1.4"
"2017","10","Tasa de Seguridad","2078.1",".4"
"2017","10","Contribuciones para Pensiones y Seguro Social","14534.8","2.8"
"2017","10","Ventas de Bienes y Servicios","24620.9","4.7"
"2017","10","Intereses y Dividendos","6320","1.2"
"2017","10","Transferencias Corrientes","106.4","0"
"2017","10","Otros","2673.1",".5"
"2017","10","DONACIONES","2548.2",".5"
"2017","10","INGRESOS DE CAPITAL","353.3",".1"
"2017","10","Ingresos","301.6",".1"
"2017","10","Transferencias de Capital","51.7","0"
"2017","10","GASTOS","136607.2","25.9"
"2017","10","GASTOS CORRIENTES","112102.2","21.3"
"2017","10","Sueldos y Salarios","47515.8","9"
"2017","10","Compra de Bienes y Servicios","35191.5","6.7"
"2017","10","Intereses Pagados","10089.8","1.9"
"2017","10","Transferencias Corrientes","18782.2","3.6"
"2017","10","Otros Gastos Corrientes","523",".1"
"2017","10","GASTOS DE CAPITAL","24504.9","4.7"
"2017","10","Inversion Real","16504.4","3.1"
"2017","10","Variacion de Inventarios","-454.3","-.1"
"2017","10","Otros Gastos de Capital","1011.5",".2"
"2017","10","Transferencias de Capital","7443.3","1.4"
"2017","10","BALANCE GLOBAL NETO","4141.9",".8"
"2017","10","FINANCIAMIENTO","-4141.9","-.8"
"2017","11","INGRESOS Y DONACIONES","153313.1","29.1"
"2017","11","INGRESOS CORRIENTES","150167.8","28.5"
"2017","11","Ingresos Tributarios","87279.1","16.6"
"2017","11","Ingresos No Tributarios","7858.3","1.5"
"2017","11","Tasa de Seguridad","2294.7",".4"
"2017","11","Contribuciones para Pensiones y Seguro Social","16026.2","3"
"2017","11","Ventas de Bienes y Servicios","26974.4","5.1"
"2017","11","Intereses y Dividendos","6697.3","1.3"
"2017","11","Transferencias Corrientes","109.7","0"
"2017","11","Otros","2928.1",".6"
"2017","11","DONACIONES","2745.9",".5"
"2017","11","INGRESOS DE CAPITAL","399.4",".1"
"2017","11","Ingresos","334.2",".1"
"2017","11","Transferencias de Capital","65.2","0"
"2017","11","GASTOS","151033","28.7"
"2017","11","GASTOS CORRIENTES","123868","23.5"
"2017","11","Sueldos y Salarios","52451.3","10"
"2017","11","Compra de Bienes y Servicios","38912.2","7.4"
"2017","11","Intereses Pagados","11013.2","2.1"
"2017","11","Transferencias Corrientes","20722.4","3.9"
"2017","11","Otros Gastos Corrientes","768.8",".1"
"2017","11","GASTOS DE CAPITAL","27165","5.2"
"2017","11","Inversion Real","19064.6","3.6"
"2017","11","Variacion de Inventarios","-336.1","-.1"
"2017","11","Otros Gastos de Capital","1154.3",".2"
"2017","11","Transferencias de Capital","7282.3","1.4"
"2017","11","BALANCE GLOBAL NETO","2280.2",".4"
"2017","11","FINANCIAMIENTO","-2280.2","-.4"
"2017","12","INGRESOS Y DONACIONES","171954.18","31.85"
"2017","12","INGRESOS CORRIENTES","168152.95","31.15"
"2017","12","Ingresos Tributarios","98795.17","18.3"
"2017","12","Ingresos No Tributarios","8513.63","1.58"
"2017","12","Tasa de Seguridad","2531.26",".47"
"2017","12","Contribuciones para Pensiones y Seguro Social","17910.6","3.32"
"2017","12","Ventas de Bienes y Servicios","29740.13","5.51"
"2017","12","Intereses y Dividendos","7379.54","1.37"
"2017","12","Transferencias Corrientes","119.69",".02"
"2017","12","Otros","3162.93",".59"
"2017","12","DONACIONES","3332.15",".62"
"2017","12","INGRESOS DE CAPITAL","469.09",".09"
"2017","12","Ingresos","398",".07"
"2017","12","Transferencias de Capital","71.09",".01"
"2017","12","GASTOS","176385.33","32.67"
"2017","12","GASTOS CORRIENTES","142154.76","26.33"
"2017","12","Sueldos y Salarios","60548.28","11.22"
"2017","12","Compra de Bienes y Servicios","45151.77","8.36"
"2017","12","Intereses Pagados","12205.65","2.26"
"2017","12","Transferencias Corrientes","23290.36","4.31"
"2017","12","Otros Gastos Corrientes","958.69",".18"
"2017","12","GASTOS DE CAPITAL","34230.57","6.34"
"2017","12","Inversion Real","24694.51","4.57"
"2017","12","Variacion de Inventarios","-407.87","-.08"
"2017","12","Otros Gastos de Capital","1396.11",".26"
"2017","12","Transferencias de Capital","8547.81","1.58"
"2017","12","BALANCE GLOBAL NETO","-4431.15","-.82"
"2017","12","FINANCIAMIENTO","4431.15",".82"
