"Ano","Mes","Descripcion","Importe"
"2018","2","Intereses Deuda","2115.61"
"2018","2","Internos","1295.9"
"2018","2","Externos","819.71"
"2018","2","Transferencias","2303.92"
"2018","2","AHORRO EN CUENTA CORRIENTE","2944.55"
"2018","2","Gasto de Capital","2991.14"
"2018","2","Inversion","1194.38"
"2018","2","Transferencias","1796.76"
"2018","2","TOTAL GASTOS NETOS","14466.18"
"2018","2","BALANCE","778.63"
"2018","2","FINANCIAMIENTO","-778.6"
"2018","2","CReDITO EXTERNO NETO","-98.2"
"2018","2","Desembolsos","511.3"
"2018","2","Amortizacion","-656.9"
"2018","2","Transferencias Externas","47.4"
"2018","2","Bono Cupon Cero","0"
"2018","2","CReDITO INTERNO NETO","-680.4"
"2018","2","Utilizacion","1704.2"
"2018","2","Amortizacion","-1198.2"
"2018","2","Otro Financiamientos","465.6"
"2018","2","Flujo de Cuentas Por Pagar","-3418.5"
"2018","2","Flujo de Depositos","1766.5"
"2018","2","PRODUCTO INTERNO BRUTO","572347.4"
"2018","2","BALANCE GLOBAL NETO / PIB (%)",".14"
"2018","1","INGRESOS TOTALES","8107.66"
"2018","1","Ingresos Corrientes","7492.98"
"2018","1","Donaciones HIPC","92.93"
"2018","1","Donaciones","5.37"
"2018","1","Ingresos recibidos por intereses (ENEE)","516.39"
"2018","1","GASTO CORRIENTE","5456.14"
"2018","1","Gasto de Consumo","3608.83"
"2018","1","Sueldos y salarios","3041.89"
"2018","1","Aportes Patronales","234.31"
"2018","1","Bienes y servicios","332.63"
"2018","1","Comisiones","86.41"
"2018","1","Internos","81.66"
"2018","1","Externos","4.75"
"2018","1","Intereses Deuda","1005.05"
"2018","1","Internos","368.57"
"2018","1","Externos","636.48"
"2018","1","Transferencias","755.85"
"2018","1","AHORRO EN CUENTA CORRIENTE","2036.83"
"2018","1","Gasto de Capital","1178.21"
"2018","1","Inversion","311.97"
"2018","1","Transferencias","866.24"
"2018","1","TOTAL GASTOS NETOS","6634.35"
"2018","1","BALANCE","1473.3"
"2018","1","FINANCIAMIENTO","-1473.3"
"2018","1","CReDITO EXTERNO NETO","-223.2"
"2018","1","Desembolsos","12.9"
"2018","1","Amortizacion","-267.5"
"2018","1","Transferencias Externas","31.4"
"2018","1","Bono Cupon Cero","0"
"2018","1","CReDITO INTERNO NETO","-1250.1"
"2018","1","Utilizacion","0"
"2018","1","Amortizacion","-1.4"
"2018","1","Otro Financiamientos","59.3"
"2018","1","Flujo de Cuentas Por Pagar","-2028"
"2018","1","Flujo de Depositos","720"
"2018","1","PRODUCTO INTERNO BRUTO","572347.4"
"2018","1","BALANCE GLOBAL NETO / PIB (%)",".26"
